,PRODUCT-ASSY TYPE,Task,Takt
1703,JAGUARSOCKETW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1704,BGATLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1705,FPLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1706,LGATLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1707,OTQLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1708,QFNLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1709,STRIPLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1710,WCSPLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1711,JAGUARLIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1712,BGATSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1713,FPSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1714,LGATSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1715,OTQSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1716,QFNSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1717,STRIPSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1718,WCSPSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1719,JAGUARSOCKET & LIDW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1720,BGATPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1721,FPPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1722,LGATPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1723,OTQPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1724,QFNPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1725,STRIPPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1726,WCSPPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1727,JAGUARPARTW/ REFINQUIRY,PARTS INITIAL CHECKING,0.0
1728,BGATSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1729,FPSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1730,LGATSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1731,OTQSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1732,QFNSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1733,STRIPSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1734,WCSPSOCKETNEWPO,PARTS INITIAL CHECKING,2.0
1735,JAGUARSOCKETNEWPO,PARTS INITIAL CHECKING,8.0
1736,BGATLIDNEWPO,PARTS INITIAL CHECKING,2.0
1737,FPLIDNEWPO,PARTS INITIAL CHECKING,2.0
1738,LGATLIDNEWPO,PARTS INITIAL CHECKING,2.0
1739,OTQLIDNEWPO,PARTS INITIAL CHECKING,2.0
1740,QFNLIDNEWPO,PARTS INITIAL CHECKING,2.0
1741,STRIPLIDNEWPO,PARTS INITIAL CHECKING,2.0
1742,WCSPLIDNEWPO,PARTS INITIAL CHECKING,2.0
1743,JAGUARLIDNEWPO,PARTS INITIAL CHECKING,7.0
1744,BGATPARTNEWPO,PARTS INITIAL CHECKING,1.0
1745,FPPARTNEWPO,PARTS INITIAL CHECKING,1.0
1746,LGATPARTNEWPO,PARTS INITIAL CHECKING,1.0
1747,OTQPARTNEWPO,PARTS INITIAL CHECKING,1.0
1748,QFNPARTNEWPO,PARTS INITIAL CHECKING,1.0
1749,STRIPPARTNEWPO,PARTS INITIAL CHECKING,1.0
1750,WCSPPARTNEWPO,PARTS INITIAL CHECKING,1.0
1751,JAGUARPARTNEWPO,PARTS INITIAL CHECKING,1.0
1752,BGATSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1753,FPSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1754,LGATSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1755,OTQSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1756,QFNSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1757,STRIPSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1758,WCSPSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,4.0
1759,JAGUARSOCKET & LIDNEWPO,PARTS INITIAL CHECKING,0.0
1760,BGATSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1761,FPSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1762,LGATSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1763,OTQSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1764,QFNSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1765,STRIPSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1766,WCSPSOCKETW/ REFPO,PARTS INITIAL CHECKING,1.0
1767,JAGUARSOCKETW/ REFPO,PARTS INITIAL CHECKING,3.0
1768,BGATLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1769,FPLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1770,LGATLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1771,OTQLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1772,QFNLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1773,STRIPLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1774,WCSPLIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1775,JAGUARLIDW/ REFPO,PARTS INITIAL CHECKING,2.0
1776,BGATPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1777,FPPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1778,LGATPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1779,OTQPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1780,QFNPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1781,STRIPPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1782,WCSPPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1783,JAGUARPARTW/ REFPO,PARTS INITIAL CHECKING,1.0
1784,BGATSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1785,FPSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1786,LGATSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1787,OTQSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1788,QFNSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1789,STRIPSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1790,WCSPSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,1.0
1791,JAGUARSOCKET & LIDW/ REFPO,PARTS INITIAL CHECKING,5.0
1792,BGATSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1793,FPSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1794,LGATSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1795,OTQSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1796,QFNSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1797,STRIPSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1798,WCSPSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1799,JAGUARSOCKETNEWINQUIRY,PARTS FINAL CHECKING,0.0
1800,BGATLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1801,FPLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1802,LGATLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1803,OTQLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1804,QFNLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1805,STRIPLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1806,WCSPLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1807,JAGUARLIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1808,BGATSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1809,FPSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1810,LGATSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1811,OTQSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1812,QFNSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1813,STRIPSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1814,WCSPSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1815,JAGUARSOCKET & LIDNEWINQUIRY,PARTS FINAL CHECKING,0.0
1816,BGATPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1817,FPPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1818,LGATPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1819,OTQPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1820,QFNPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1821,STRIPPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1822,WCSPPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1823,JAGUARPARTNEWINQUIRY,PARTS FINAL CHECKING,0.0
1824,BGATSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1825,FPSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1826,LGATSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1827,OTQSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1828,QFNSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1829,STRIPSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1830,WCSPSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1831,JAGUARSOCKETW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1832,BGATLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1833,FPLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1834,LGATLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1835,OTQLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1836,QFNLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1837,STRIPLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1838,WCSPLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1839,JAGUARLIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1840,BGATSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1841,FPSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1842,LGATSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1843,OTQSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1844,QFNSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1845,STRIPSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1846,WCSPSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1847,JAGUARSOCKET & LIDW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1848,BGATPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1849,FPPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1850,LGATPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1851,OTQPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1852,QFNPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1853,STRIPPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1854,WCSPPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1855,JAGUARPARTW/ REFINQUIRY,PARTS FINAL CHECKING,0.0
1856,BGATSOCKETNEWPO,PARTS FINAL CHECKING,2.75
1857,FPSOCKETNEWPO,PARTS FINAL CHECKING,3.0250000000000004
1858,LGATSOCKETNEWPO,PARTS FINAL CHECKING,2.75
1859,OTQSOCKETNEWPO,PARTS FINAL CHECKING,2.75
1860,QFNSOCKETNEWPO,PARTS FINAL CHECKING,2.75
1861,STRIPSOCKETNEWPO,PARTS FINAL CHECKING,3.8499999999999996
1862,WCSPSOCKETNEWPO,PARTS FINAL CHECKING,3.8499999999999996
1863,JAGUARSOCKETNEWPO,PARTS FINAL CHECKING,11.366666666666669
1864,BGATLIDNEWPO,PARTS FINAL CHECKING,2.5
1865,FPLIDNEWPO,PARTS FINAL CHECKING,2.4200000000000004
1866,LGATLIDNEWPO,PARTS FINAL CHECKING,2.5
1867,OTQLIDNEWPO,PARTS FINAL CHECKING,2.5
1868,QFNLIDNEWPO,PARTS FINAL CHECKING,3.177777777777778
1869,STRIPLIDNEWPO,PARTS FINAL CHECKING,3.8499999999999996
1870,WCSPLIDNEWPO,PARTS FINAL CHECKING,3.8499999999999996
1871,JAGUARLIDNEWPO,PARTS FINAL CHECKING,5.25
1872,BGATPARTNEWPO,PARTS FINAL CHECKING,2.375
1873,FPPARTNEWPO,PARTS FINAL CHECKING,2.375
1874,LGATPARTNEWPO,PARTS FINAL CHECKING,2.375
1875,OTQPARTNEWPO,PARTS FINAL CHECKING,2.375
1876,QFNPARTNEWPO,PARTS FINAL CHECKING,2.375
1877,STRIPPARTNEWPO,PARTS FINAL CHECKING,2.375
1878,WCSPPARTNEWPO,PARTS FINAL CHECKING,2.375
1879,JAGUARPARTNEWPO,PARTS FINAL CHECKING,2.375
1880,BGATSOCKET & LIDNEWPO,PARTS FINAL CHECKING,5.25
1881,FPSOCKET & LIDNEWPO,PARTS FINAL CHECKING,4.875
1882,LGATSOCKET & LIDNEWPO,PARTS FINAL CHECKING,5.25
1883,OTQSOCKET & LIDNEWPO,PARTS FINAL CHECKING,5.25
1884,QFNSOCKET & LIDNEWPO,PARTS FINAL CHECKING,4.875
1885,STRIPSOCKET & LIDNEWPO,PARTS FINAL CHECKING,7.699999999999999
1886,WCSPSOCKET & LIDNEWPO,PARTS FINAL CHECKING,7.699999999999999
1887,JAGUARSOCKET & LIDNEWPO,PARTS FINAL CHECKING,25.0
1888,BGATSOCKETW/ REFPO,PARTS FINAL CHECKING,1.5
1889,FPSOCKETW/ REFPO,PARTS FINAL CHECKING,3.3000000000000003
1890,LGATSOCKETW/ REFPO,PARTS FINAL CHECKING,1.5
1891,OTQSOCKETW/ REFPO,PARTS FINAL CHECKING,1.5
1892,QFNSOCKETW/ REFPO,PARTS FINAL CHECKING,1.25
1893,STRIPSOCKETW/ REFPO,PARTS FINAL CHECKING,2.8
1894,WCSPSOCKETW/ REFPO,PARTS FINAL CHECKING,2.8
1895,JAGUARSOCKETW/ REFPO,PARTS FINAL CHECKING,7.65
1896,BGATLIDW/ REFPO,PARTS FINAL CHECKING,1.25
1897,FPLIDW/ REFPO,PARTS FINAL CHECKING,5.133333333333334
1898,LGATLIDW/ REFPO,PARTS FINAL CHECKING,1.25
1899,OTQLIDW/ REFPO,PARTS FINAL CHECKING,1.25
1900,QFNLIDW/ REFPO,PARTS FINAL CHECKING,1.0
1901,STRIPLIDW/ REFPO,PARTS FINAL CHECKING,2.8
1902,WCSPLIDW/ REFPO,PARTS FINAL CHECKING,2.8
1903,JAGUARLIDW/ REFPO,PARTS FINAL CHECKING,7.65
1904,BGATPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1905,FPPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1906,LGATPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1907,OTQPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1908,QFNPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1909,STRIPPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1910,WCSPPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1911,JAGUARPARTW/ REFPO,PARTS FINAL CHECKING,2.375
1912,BGATSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,2.75
1913,FPSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,2.25
1914,LGATSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,2.75
1915,OTQSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,2.75
1916,QFNSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,2.25
1917,STRIPSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,5.6
1918,WCSPSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,5.6
1919,JAGUARSOCKET & LIDW/ REFPO,PARTS FINAL CHECKING,15.3
1920,BGATSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1921,FPSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1922,LGATSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1923,OTQSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1924,QFNSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1925,STRIPSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1926,WCSPSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1927,JAGUARSOCKETNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1928,BGATLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1929,FPLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1930,LGATLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1931,OTQLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1932,QFNLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1933,STRIPLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1934,WCSPLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1935,JAGUARLIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1936,BGATSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1937,FPSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1938,LGATSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1939,OTQSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1940,QFNSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1941,STRIPSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1942,WCSPSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1943,JAGUARSOCKET & LIDNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1944,BGATPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1945,FPPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1946,LGATPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1947,OTQPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1948,QFNPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1949,STRIPPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1950,WCSPPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1951,JAGUARPARTNEWINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1952,BGATSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1953,FPSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1954,LGATSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1955,OTQSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1956,QFNSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1957,STRIPSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1958,WCSPSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1959,JAGUARSOCKETW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1960,BGATLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1961,FPLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1962,LGATLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1963,OTQLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1964,QFNLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1965,STRIPLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1966,WCSPLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1967,JAGUARLIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1968,BGATSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1969,FPSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1970,LGATSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1971,OTQSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1972,QFNSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1973,STRIPSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1974,WCSPSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1975,JAGUARSOCKET & LIDW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1976,BGATPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1977,FPPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1978,LGATPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1979,OTQPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1980,QFNPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1981,STRIPPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1982,WCSPPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1983,JAGUARPARTW/ REFINQUIRY,DRAWING - 2D&3D  ASSY,0.0
1984,BGATSOCKETNEWPO,DRAWING - 2D&3D  ASSY,5.333333333333333
1985,FPSOCKETNEWPO,DRAWING - 2D&3D  ASSY,2.566666666666667
1986,LGATSOCKETNEWPO,DRAWING - 2D&3D  ASSY,5.333333333333333
1987,OTQSOCKETNEWPO,DRAWING - 2D&3D  ASSY,5.333333333333333
1988,QFNSOCKETNEWPO,DRAWING - 2D&3D  ASSY,3.8333333333333335
1989,STRIPSOCKETNEWPO,DRAWING - 2D&3D  ASSY,2.5
1990,WCSPSOCKETNEWPO,DRAWING - 2D&3D  ASSY,2.5
1991,JAGUARSOCKETNEWPO,DRAWING - 2D&3D  ASSY,3.825
1992,BGATLIDNEWPO,DRAWING - 2D&3D  ASSY,4.666666666666667
1993,FPLIDNEWPO,DRAWING - 2D&3D  ASSY,2.2
1994,LGATLIDNEWPO,DRAWING - 2D&3D  ASSY,4.666666666666667
1995,OTQLIDNEWPO,DRAWING - 2D&3D  ASSY,4.666666666666667
1996,QFNLIDNEWPO,DRAWING - 2D&3D  ASSY,3.6666666666666665
1997,STRIPLIDNEWPO,DRAWING - 2D&3D  ASSY,2.5
1998,WCSPLIDNEWPO,DRAWING - 2D&3D  ASSY,2.5
1999,JAGUARLIDNEWPO,DRAWING - 2D&3D  ASSY,2.75
2000,BGATPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2001,FPPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2002,LGATPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2003,OTQPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2004,QFNPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2005,STRIPPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2006,WCSPPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2007,JAGUARPARTNEWPO,DRAWING - 2D&3D  ASSY,0.0
2008,BGATSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,10.0
2009,FPSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,7.833333333333333
2010,LGATSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,10.0
2011,OTQSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,10.0
2012,QFNSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,7.5
2013,STRIPSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,5.0
2014,WCSPSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,5.0
2015,JAGUARSOCKET & LIDNEWPO,DRAWING - 2D&3D  ASSY,19.125
2016,BGATSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,3.666666666666667
2017,FPSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,2.5
2018,LGATSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,3.666666666666667
2019,OTQSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,3.666666666666667
2020,QFNSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,2.8875
2021,STRIPSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,1.5
2022,WCSPSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,1.5
2023,JAGUARSOCKETW/ REFPO,DRAWING - 2D&3D  ASSY,3.825
2024,BGATLIDW/ REFPO,DRAWING - 2D&3D  ASSY,2.833333333333333
2025,FPLIDW/ REFPO,DRAWING - 2D&3D  ASSY,2.3333333333333335
2026,LGATLIDW/ REFPO,DRAWING - 2D&3D  ASSY,2.833333333333333
2027,OTQLIDW/ REFPO,DRAWING - 2D&3D  ASSY,2.833333333333333
2028,QFNLIDW/ REFPO,DRAWING - 2D&3D  ASSY,2.4444444444444446
2029,STRIPLIDW/ REFPO,DRAWING - 2D&3D  ASSY,1.5
2030,WCSPLIDW/ REFPO,DRAWING - 2D&3D  ASSY,1.5
2031,JAGUARLIDW/ REFPO,DRAWING - 2D&3D  ASSY,2.75
2032,BGATPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2033,FPPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2034,LGATPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2035,OTQPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2036,QFNPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2037,STRIPPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2038,WCSPPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2039,JAGUARPARTW/ REFPO,DRAWING - 2D&3D  ASSY,0.0
2040,BGATSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,6.5
2041,FPSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,4.833333333333334
2042,LGATSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,6.5
2043,OTQSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,6.5
2044,QFNSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,4.5
2045,STRIPSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,3.0
2046,WCSPSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,3.0
2047,JAGUARSOCKET & LIDW/ REFPO,DRAWING - 2D&3D  ASSY,19.125
2048,BGATSOCKETNEWINQUIRY,ASSY CHECKING,0.0
